event,model,origin,n,rmse,mae,max_observed,max_predicted
Tropical Storm Elsa,ARIMA,2021-07-07T12:00:00Z,49,5.93290885016466,2.25427193036346,32.5,0.0716611744930385
Tropical Storm Elsa,Model 1,2021-07-07T12:00:00Z,49,5.93559272138025,2.25293898493082,32.5,0.0641682039834976
Tropical Storm Elsa,Model 2,2021-07-07T12:00:00Z,49,5.93587510750049,2.25272706630161,32.5,0.0634191697794674
Tropical Storm Elsa,Model 3,2021-07-07T12:00:00Z,49,5.62222513636617,2.10573831894271,32.5,1.47928797635428
