event,model,origin,n,rmse,mae,max_observed,max_predicted
Hurricane Henri,ARIMA,2021-08-20T12:00:00Z,73,3.56223657003392,1.32555699372728,17.5,0.0721921756531703
Hurricane Henri,Model 1,2021-08-20T12:00:00Z,73,3.56473901533412,1.32373833336505,17.5,0.0649946232797737
Hurricane Henri,Model 2,2021-08-20T12:00:00Z,73,3.56501966988102,1.32347616722577,17.5,0.0642063267343322
Hurricane Henri,Model 3,2021-08-20T12:00:00Z,73,3.44009860526374,1.26186650881251,17.5,0.911814054282316
